"","SRR8366697_1.fastq_quant","SRR8366698_1.fastq_quant","SRR8366699_1.fastq_quant","SRR8366700_1.fastq_quant","SRR8366701_1.fastq_quant","SRR8366704_1.fastq_quant","SRR8366705_1.fastq_quant","SRR8366706_1.fastq_quant","SRR8366707_1.fastq_quant"
"ENSG00000123095.5",0,1.134,1.153,20.573,0,4.815,10.72,29.694,35.651
"ENSG00000123096.7",0,3,2,0,0,1,0,0,0
"ENSG00000123104.7",91.892,65.4,78.667,63.185,32.02,55.058,43.119,27.928,7.724
"ENSG00000123106.6",537.786,250.426,345.782,401.675,78.255,92.1,137.125,199.245,118.021
"ENSG00000123119.7",17.271,6.015,2.387,0,0,11.458,0,0,0
"ENSG00000123124.9",3401.076,2260.831,2521.182,2761.686,1319.024,765.29,568.973,833.755,449.555
"ENSG00000123130.12",35.876,17.159,48.416,79.472,80.106,4.072,11.756,110.801,22.308
"ENSG00000123131.8",1116.909,441.3,715.908,1747.13,1522.129,275.38,57.407,640.313,314.054
"ENSG00000123136.10",17.511,4.774,33.918,23.428,17.187,71.707,5.641,27.925,5.738
"ENSG00000123143.8",18.288,45.021,10.818,87.678,3.295,17.216,3.44,51.573,2.11
"ENSG00000123144.6",98.251,98.275,68.882,99.568,82.421,19.165,18.376,49.513,18.294
"ENSG00000123146.15",19.501,8.425,15.316,14.934,10.539,4.225,3.405,10.676,0
"ENSG00000123154.7",26.928,11.639,12.115,20.156,3.398,4.972,1.066,3.229,7.665
"ENSG00000123159.11",22.525,27.749,28.99,16.13,17.997,11.659,11.982,24.175,1.036
"ENSG00000123178.10",11.22,5.63,5.148,4,10.474,1,1,5,1.063
"ENSG00000123179.9",175.788,73.291,151.293,105.596,120.55,43.847,23.284,80.316,38.699
"ENSG00000123191.9",0,0,0,0,0,0,0,0,0
"ENSG00000123200.12",960.417,618.885,799.126,813.509,711.74,273.27,223.96,357.172,178.155
"ENSG00000123201.10",3.023,34.212,6.027,24.367,2.323,1,1,0,5.018
"ENSG00000123213.18",142.011,133.308,148.589,126.873,106.088,47.879,49.852,31.89,2.707
"ENSG00000123219.8",219.106,82.659,147.015,131.576,140.199,70.524,34.852,112.215,26.132
"ENSG00000123240.12",402.885,467.068,285.844,269.888,607.721,98.248,92.612,66.757,98.759
"ENSG00000123243.10",0,0,0,0,0,0,0,0,0
"ENSG00000123268.4",5.947,2.625,8.677,10.342,0,0,0,0,0
"ENSG00000123297.12",23.716,0,57.538,12.245,7.425,2.44,14.323,15.112,8.66
"ENSG00000123329.13",0,1,16.521,6.414,2.234,3.52,0,2.451,1
"ENSG00000123338.8",3.001,5.077,6.579,3,6.002,3,2,1,0
"ENSG00000123342.11",0,0,0,0,0,0,0,0,0
"ENSG00000123349.9",117.717,84.509,54.326,130.24,150.656,36.388,30.625,63.726,25.712
"ENSG00000123352.13",9.001,19.073,12.833,15.467,11.061,9.893,3.658,14.109,6.236
"ENSG00000123353.5",136.897,53.483,52.36,109.534,71.973,30.252,26.956,124.085,14.493
"ENSG00000123358.15",85.38,71.318,55.907,47.249,63.582,2,6.964,2,2.627
"ENSG00000123360.7",16.233,16.614,55.609,21.355,18.417,34.997,1.464,3.809,5.527
"ENSG00000123374.6",95.91,121.978,119.808,96.284,206.434,54.59,27.803,52.968,98.693
"ENSG00000123384.9",298.521,297.314,220.03,282.959,183.711,47.933,42.073,29.301,16.178
"ENSG00000123388.4",0,0,1,1,0,3,0,0,0
"ENSG00000123395.10",76.544,51.632,49.417,40.882,50.363,12.702,29.312,41.146,7.558
"ENSG00000123405.9",0,0,4,0,0,0,1,1,0
"ENSG00000123411.10",14.952,10.84,9.615,22.098,10.515,3.383,3.287,0,2
"ENSG00000123415.10",49.267,37.751,51.148,75.617,65.026,15.282,6.074,37.755,44.991
"ENSG00000123416.11",1.163,1.139,21.272,8.568,7.381,2.124,0,17.443,2.333
"ENSG00000123427.11",7.192,42.906,22.53,5.692,12.647,2.737,4.64,6.772,0
"ENSG00000123444.9",52.103,22.11,32.943,28.953,36.955,6.624,2.989,25.877,15.547
"ENSG00000123453.12",0,0,0,0,0,0,0,0,0
"ENSG00000123472.8",101.989,58.938,79.853,49.029,55.283,26.651,28.786,17.778,14.525
"ENSG00000123473.11",76.246,29.34,70.073,23.274,61.509,27.712,18.273,37.646,13.311
"ENSG00000123485.7",72.705,23.423,50.023,34.377,36.403,11.874,9.691,29.519,4.016
"ENSG00000123496.3",0,0,3.053,0,0,0,0,0,0
"ENSG00000123500.5",0,1,0,3,0,5,0,0,0
"ENSG00000123505.10",1504.385,562.33,1726.737,806.366,362.367,456.33,494.336,1368.968,630.71
"ENSG00000123545.5",46.658,15.566,26.6,21.646,20.881,11.166,1.402,119.574,1.447
"ENSG00000123552.13",65.47,42.366,49.06,32.073,63.982,14.623,9.145,7.967,13.263
"ENSG00000123560.9",50.424,91.12,23.735,59.65,10.725,13.263,13.934,0,0
"ENSG00000123561.10",0,0,0,0,0,0,0,0,0
"ENSG00000123562.12",365.703,274.861,372.1,576.548,877.846,93.744,128.462,229.042,166.364
"ENSG00000123569.7",1,0,1,0,1,0,0,0,0
"ENSG00000123572.12",0,0,0,0,0,0,0,5.592,0
"ENSG00000123575.8",85.854,91.053,88.162,303.905,131.527,19.683,25.259,121.188,29.643
"ENSG00000123576.5",0,0,0,0,0,1,0,0,0
"ENSG00000123584.7",0,0,0,0,2,5,0,0,0
"ENSG00000123600.14",73.921,28.865,61.833,82.458,66.398,12.58,2.642,40.611,18.931
"ENSG00000123607.10",48.611,67.886,46.704,52.815,51.121,18.154,24.345,22.375,4.245
"ENSG00000123609.6",0,0,0,0,1,0,4.04,1.77,1.04
"ENSG00000123610.3",0,0,0,0,0,0,0,1,0
"ENSG00000123612.11",0,0,0,0,0,0,0,0,0
"ENSG00000123636.13",5316.605,3945.065,4722.577,4871.828,4527.009,1163.31,911.669,1129.578,835.914
"ENSG00000123643.8",18.554,14.313,56.487,16.955,29.36,8.583,2.128,6.799,2.227
"ENSG00000123684.8",96.553,102.002,60.799,100.055,78.399,4.235,18.065,56.158,9.388
"ENSG00000123685.4",3.781,3.13,3.424,7.533,1.272,2,1.402,2.602,4
"ENSG00000123700.4",0,0,5.833,4.668,0,0,0,0,0
"ENSG00000123728.5",0,0,0,0,182.896,0,0,0,26.84
"ENSG00000123737.8",1550.51,349.523,792.541,1141.537,978.688,376.85,176.803,899.765,557.642
"ENSG00000123739.6",530.57,354.669,475.472,378.891,303.414,117.846,119.207,176.39,278.262
"ENSG00000123810.3",42.063,6.763,32.904,29.617,38.712,5.37,3.679,14.047,9.238
"ENSG00000123815.7",220.37,104.131,165.637,167.947,192.802,34.217,26.384,97.733,47.705
"ENSG00000123836.10",1.025,4.41,2.554,4.092,1.022,0,1.436,0,0
"ENSG00000123838.6",4.252,2.006,5.981,4.014,12,1,0,1,0
"ENSG00000123843.8",79.362,73.569,55.871,56.338,55.784,51.976,24.542,23.469,5.061
"ENSG00000123870.9",166.918,142,107.7,107.235,112.852,38.458,26.12,52.615,7
"ENSG00000123892.7",0,0,5.974,28.042,0,0,8,0,0
"ENSG00000123901.4",17.512,0,3.545,4.525,0,8.456,8.851,0,1.598
"ENSG00000123908.7",76.027,53.457,63.903,62.305,66.06,11.166,10.471,29.22,4.168
"ENSG00000123933.10",125.272,30.976,100.839,87.81,101.791,22.019,37.389,29.61,39.662
"ENSG00000123965.12",28.752,109.7,16.794,67.184,73.854,5.368,15.738,26.862,5.235
"ENSG00000123977.5",8.944,1.002,8.584,8.619,4,5.043,3,5.525,4.749
"ENSG00000123983.9",137.595,68.986,138.34,116.491,79.126,15.602,18.306,36.656,12.683
"ENSG00000123989.9",52.374,11.297,46.103,60.652,30.557,6.546,16.462,47.689,15.398
"ENSG00000123992.14",11.886,5.346,4.411,23.978,22.164,7.369,5.414,5.222,1.63
"ENSG00000123999.4",0,0,0,0,0,0,0,0,1
"ENSG00000124006.10",415.639,680.526,295.933,484.494,218.387,104.708,41.35,137.762,15.255
"ENSG00000124019.9",2.005,7,46,2,39,3,0,0,0
"ENSG00000124067.12",13.076,6.181,11.652,4.619,1.125,2,0,1.327,0
"ENSG00000124074.7",10.345,2.645,6.876,5.138,17.146,1.119,3.766,5.528,2.338
"ENSG00000124089.4",0,0,2,0,0,0,0,0,0
"ENSG00000124092.8",23.058,24.999,31.586,27.368,25.067,8.551,15.388,4.256,1.077
"ENSG00000124097.7",6.154,9.101,16.275,15.107,4.021,1.007,1.006,6.075,3.018
"ENSG00000124098.9",11,11,14,5,8,1,1,4,1
"ENSG00000124103.8",0,0,0,0,8.689,3.292,0,0,0
"ENSG00000124104.14",82.687,110.849,47.405,76.067,21.496,15.45,2.178,27.982,16.741
"ENSG00000124107.5",3,0,0,2,4,0,0,0,0
"ENSG00000124116.14",7.019,10.034,13.596,4.009,6.018,9.307,1,3,0
"ENSG00000124120.6",296.672,194.878,160.747,207.517,202.199,175.358,105.424,78.715,46.658
"ENSG00000124126.9",17.403,4.033,12.676,3.361,12.949,7.827,1.707,5.851,0
"ENSG00000124140.8",4,3,1,1,3,0,0,0,1
"ENSG00000124143.6",0,0,0,0,0,0,0,0,0
"ENSG00000124145.5",155,52,129,94,63,51,84,80,114
"ENSG00000124151.14",1607.984,1703.616,1453.7,1874.754,2331.862,422.015,286.486,612.901,521.545
"ENSG00000124155.12",0,0,0,0,0,0,0,0,0
"ENSG00000124160.7",1446.466,544.386,1299.854,1375.598,940.642,347.672,191.16,595.791,327.512
"ENSG00000124164.11",623.615,374.446,534.278,541.379,329.162,137.27,112.026,298.714,170.772
"ENSG00000124171.4",29.376,11.791,31.246,33.639,21.101,0,0,35.956,36.397
"ENSG00000124172.5",1260.279,361.401,707.519,645.655,816.95,155.83,195.275,511.55,335.606
"ENSG00000124177.10",2873.647,2557.479,2361.049,3178.22,3132.529,767.147,768.163,800.756,584.277
"ENSG00000124181.10",210.849,100.311,221.485,157.108,148.25,29.658,37.09,25.312,15.474
"ENSG00000124191.13",25.451,25.14,35.995,16.042,26.314,3.142,0,15.249,3.09
"ENSG00000124194.11",0,129.095,29.212,23.794,61.702,0,0,0,6.051
"ENSG00000124196.5",0,0,0,0,0,0,0,0,0
"ENSG00000124198.8",26.891,21.803,37.684,10.877,30.13,4.576,12.779,16.994,0
"ENSG00000124201.10",9.161,23.234,5.326,5.05,14.175,0,3.444,0,0
"ENSG00000124205.11",0,0,13,0,42.626,0,0,1,0
"ENSG00000124207.12",2191.43,630.415,931.464,1864.125,209.439,101.719,142.889,429.408,101.623
"ENSG00000124208.16",0,4.767,43.139,8.181,4.625,0,0,23.655,9.159
"ENSG00000124209.3",26.258,16.749,20.086,30.417,28.814,6.489,6.836,9.457,2.357
"ENSG00000124212.5",0,0,0,42.427,0,0,0,0,9.04
"ENSG00000124214.15",53.648,37.45,46.957,67.707,221.395,7.65,7.412,28.524,11.282
"ENSG00000124215.12",6.29,6.154,6.829,3.847,6.035,1.272,5.321,0,0
"ENSG00000124222.17",82.735,167.296,84.383,104.754,120.044,35.286,48.94,24.236,19.87
"ENSG00000124224.12",12.223,9.073,6.209,3.092,6.442,2,2.235,4.628,0
"ENSG00000124225.11",48.474,31.922,26.877,32.121,44.233,9.155,5.052,9.742,3.494
"ENSG00000124227.4",0,1,2,0,0,0,0,0,0
"ENSG00000124228.10",105.71,68.016,80.289,123.135,109.206,31.138,4.163,66.622,10.892
"ENSG00000124243.13",263.402,102.412,180.644,265.556,181.847,75.801,22.293,177.255,38.567
"ENSG00000124251.6",0,0,0,0,0,3.873,0,0,0
"ENSG00000124253.9",0,1.702,2.311,0,0,3.685,0,0,1
"ENSG00000124256.10",68,62,55,32,71,27,22,13,8
"ENSG00000124257.6",24,14,23,24,22,4,6,9,6
"ENSG00000124260.7",0,0,0,0,0,0,0,0,0
"ENSG00000124275.10",116.942,83.937,96.888,72.019,42.559,53.199,65.279,35.564,58.615
"ENSG00000124279.7",240.315,31.076,13.72,166.451,21.317,29.277,68.463,25.506,9.282
"ENSG00000124299.9",13.157,1.248,87.574,0,12.801,30.597,18.713,69.191,1.244
"ENSG00000124302.8",0,0,15.348,3.499,0,0,2.25,0,0
"ENSG00000124313.8",0,0,0,0,3.195,0,0,0,5.262
"ENSG00000124343.8",1,0,2,0,0,2,0,0,0
"ENSG00000124356.11",1265.939,719.633,1015.229,809.556,818.21,273.24,245.289,543.517,351.492
"ENSG00000124357.8",226.653,105.003,189.858,201.653,87.05,32.108,52.34,97.775,47.797
"ENSG00000124370.6",63.774,21.995,25.508,21.808,53.372,7.523,15.927,13.457,3.454
"ENSG00000124380.6",255.485,176.54,237.601,232.11,167.353,47.551,45.772,59.912,36.197
"ENSG00000124383.4",276.599,117.459,206.817,225.564,287.849,58.266,63.5,172.88,68.562
"ENSG00000124391.4",1,0,0,0,1,0,0,0,0
"ENSG00000124399.3",0,0,0,0,1.014,0,0,0,0
"ENSG00000124406.12",164.688,152.413,202.218,79.688,75.05,87.509,49.667,13.325,15.182
"ENSG00000124422.7",3185.725,1611.155,2455.946,2725.184,1423.634,1122.738,626.736,1074.773,653.965
"ENSG00000124429.13",0,0,1,0,0,0,0,0,0
"ENSG00000124440.11",1.035,1,1,4.282,8.137,0,0,0,0
"ENSG00000124444.11",107.791,42.611,98.349,82.902,98.093,23.559,41.726,58.978,39.72
"ENSG00000124449.6",0,0,0,0,0,0,0,0,0
"ENSG00000124459.7",138.24,77.772,125.569,163.614,172.909,31.987,50.928,104.247,29.32
"ENSG00000124466.8",0,4.897,0,1,0,0,0,0,0
"ENSG00000124467.14",0,0,0,0,0,3.027,0,0,1
"ENSG00000124469.6",0,0,3,3,1,0,0,0,0
"ENSG00000124479.8",0,1.43,0,0,0,0,0,0,0
"ENSG00000124486.8",12439.416,7465.127,7004.888,10036.717,9068.241,3014.221,2613.067,8338.276,1730.956
"ENSG00000124491.11",1,0,1,0,0,0,0,0,0
"ENSG00000124493.9",31.493,12.646,8.661,9.51,4.01,3.001,5.378,4,2.871
"ENSG00000124496.8",0,0,0,0,0,0,0,0,0
"ENSG00000124507.6",0,0,0,1.244,0,0,0,0,0
"ENSG00000124508.12",345.666,235.771,387.743,268.308,448.196,36.145,37.445,239.906,38.045
"ENSG00000124532.10",83.225,81.609,67.468,75.633,108.613,19.477,27.89,21.044,4.705
"ENSG00000124535.11",1792.99,1185.948,1435.119,1712.4,980.734,435.978,269.715,828.06,517.694
"ENSG00000124541.6",916.798,446.56,669.492,528.123,354.758,171.123,164.43,411.191,221.688
"ENSG00000124549.10",59.087,28.233,76.99,56.074,94.201,18.581,8.423,49.101,10.582
"ENSG00000124562.5",186.669,117.029,319.108,274.128,299.07,59.841,45.14,113.386,90.603
"ENSG00000124564.13",0,3.546,0,0,0,1.904,1,0,1
"ENSG00000124568.6",0,0,0,0,0,0,1,0,0
"ENSG00000124571.13",226.037,94.212,168.37,136.933,101.089,60.913,52.445,85.184,34.968
"ENSG00000124574.10",310.589,189.545,244.244,295.378,213.836,60.043,49.188,87.232,44.833
"ENSG00000124587.9",15.798,18.897,15.635,3.374,9.988,3.017,0,0,0
"ENSG00000124588.15",13.567,5.465,7.027,0,0,4.831,0,2.168,1.013
"ENSG00000124593.10",1,0,2.167,2,2,0,0,1,0
"ENSG00000124596.12",172.578,121.68,103.287,111.138,110.018,54.83,64.265,98.068,36.084
"ENSG00000124602.5",6.352,8.933,4.033,5.817,10.139,3,3.18,2,0
"ENSG00000124608.4",11.087,8.195,9.001,17.001,13.265,8,2,2.041,3.061
"ENSG00000124613.4",80.298,9.853,13.051,40.342,52.667,16.235,8.408,17.639,9.008
"ENSG00000124614.9",63.514,25.803,45.479,34.84,33.771,11.766,5.392,49.968,21.426
"ENSG00000124615.13",0,1.074,0,0,1.236,1.299,0,0,0
"ENSG00000124635.7",25.804,11.279,55.21,18.999,17.168,5.379,2,11.276,4.042
"ENSG00000124641.10",32.905,29.024,37.17,23.733,20.882,16.781,12.934,8.291,3.182
"ENSG00000124657.1",5,2,8,8,4,4,4,4,1
"ENSG00000124678.13",0,0,0,0,0,0,0,0,0
"ENSG00000124688.9",13.996,6.243,23.239,12.677,6.253,0,1.363,7.042,0
"ENSG00000124701.5",0,0,2,0,5,10,0,0,42
"ENSG00000124721.13",0,0,0,0,0,0,0,0,0
"ENSG00000124731.8",0,1,0,1.289,0,3,0,0,0
"ENSG00000124743.5",0,0,0,0,0,0,0,0,0
"ENSG00000124749.12",5.427,0,0,164.221,4.446,4.466,0,25.052,20.154
"ENSG00000124762.9",43.464,40.799,30.814,31.097,20.699,3,6,14.201,5.052
"ENSG00000124767.6",13.752,14.783,14.897,20.346,17.409,2.09,4.907,5.191,0
"ENSG00000124772.7",0,0,0,0,0,0,0,0,0
"ENSG00000124780.9",13,1,9,15.971,1,5,0,0,0
"ENSG00000124782.15",81.408,73.386,78.641,132.597,52.918,13.47,6.652,38.484,5.097
"ENSG00000124783.8",108.293,79.108,125.642,142.006,63.18,38.15,16.581,141.873,51.102
"ENSG00000124784.4",132.573,62.65,77.605,46.057,72.709,36.777,14.582,49.065,30.341
"ENSG00000124785.4",5.877,2.457,4.402,4.265,3.469,4.61,10.876,2.882,6.846
"ENSG00000124786.8",68.108,17.472,86.618,3.698,23.488,3.589,10.414,3.309,9.066
"ENSG00000124787.9",377.722,127.326,193.946,162.965,86.04,63.761,64.152,124.078,77.911
"ENSG00000124788.13",134.761,144.377,64.61,119.738,46.678,4.671,15.915,40.01,36.491
"ENSG00000124795.10",424.026,266.49,304.401,266.21,296.661,82.529,45.18,149.829,32.491
"ENSG00000124802.7",260.477,143.014,224.415,144.87,121.781,125.33,56.115,162.147,59.44
"ENSG00000124812.10",0,0,0,0,1,0,0,1,0
"ENSG00000124813.16",0,0,0,0,0,0,0,0,0
"ENSG00000124818.10",6,4,7.731,3,0,5,0,0,1
"ENSG00000124831.14",1107.346,276.406,940.106,941.3,690.751,286.086,285.93,566.345,238.695
"ENSG00000124835.2",31.648,49.74,23.493,27.44,22.448,17.045,12.165,1,0
"ENSG00000124839.8",1,0,1,1,0,0,0,0,2
"ENSG00000124875.5",0,1.586,0,0,0,0,0,0,0
"ENSG00000124882.3",31.126,14.924,17.843,25.676,18.529,8.536,2.026,9.682,10.716
"ENSG00000124900.8",0,0,1.274,0,0,3,0,0,0
"ENSG00000124915.6",0,0,0,0,0,0,0,0,0
"ENSG00000124920.9",16,6,8,16.525,15,1,2,0,2
"ENSG00000124942.9",9.167,0,4.189,7.785,3.715,1.18,2.282,13.383,5.202
"ENSG00000125037.8",382.213,228.455,358.313,253.608,269.755,77.812,87.834,271.844,120.888
"ENSG00000125046.10",13.184,2.874,11,15.708,135.6,12.273,3,11.418,1
"ENSG00000125089.12",0,0,1.876,1.439,4.875,4,0,1.694,0
"ENSG00000125107.12",1313.861,529.375,1297.429,969.856,682.854,300.599,211.523,552.278,253.547
"ENSG00000125122.10",1,1,0,0,0,0,2,0,1
"ENSG00000125124.7",320.099,157.197,187.64,310.998,297.665,102.221,66.623,56.455,54.634
"ENSG00000125144.9",0,0,0,0,0,0,0,0,0
"ENSG00000125148.6",0,0,1.03,0,0,0,0,1.067,0
"ENSG00000125149.7",84.87,47.149,58.151,43.585,98.087,19.376,29.818,18.314,6.233
"ENSG00000125166.8",191.905,57.864,149.055,81.47,68.829,37.469,31.999,317.075,343.027
"ENSG00000125170.6",16.919,21.795,6.128,12.168,12.636,8.296,3.722,7.364,1.102
"ENSG00000125207.3",0,0,1,0,0,0,0,0,0
"ENSG00000125245.8",0,3,3,0,0,0,0,0,0
"ENSG00000125246.11",5.708,0,9.643,0,21.81,1.14,0,14.421,0
"ENSG00000125247.11",136.127,103.323,124.73,137.47,174.706,27.14,34.202,60.901,25.057
"ENSG00000125249.6",27.72,33.478,34.292,27.724,31.884,6.91,11.346,12.813,1.098
"ENSG00000125257.9",9.966,2.272,6.654,0,3.075,1.049,0,2.288,3.471
"ENSG00000125304.8",117.413,135.859,95.916,80.906,107.183,24.995,20.972,20.98,3.899
"ENSG00000125319.10",11.147,1.982,33.921,4.807,28.904,0,9,29.214,2.652
"ENSG00000125337.12",0,0,0,1,0,0,0,0,0
"ENSG00000125347.9",98.811,87.103,54.337,59.597,68.202,18.277,19.695,30.723,12.011
"ENSG00000125351.6",51.892,18.814,37.939,45.003,55.032,20.825,2.25,21.227,16.736
"ENSG00000125354.18",640.301,212.421,823.19,575.444,621.968,168.157,121.684,826.995,143.529
"ENSG00000125355.11",2,2,0,4,9.254,1,0,1,2
"ENSG00000125363.10",0,0,0,0,0,0,0,0,0
"ENSG00000125375.10",31.484,10.869,31.162,13.384,9.355,10.936,4.419,12.667,3.165
"ENSG00000125378.11",25,11,29,55,41,0,5,90.661,35.407
"ENSG00000125384.6",0,0,0,0,0,0,0,0,0
"ENSG00000125385.9",0,0,0,0,1,0,0,0,0
"ENSG00000125386.10",300.787,227.241,182.033,335.311,231.249,100.334,52.444,57.369,59.649
"ENSG00000125388.15",1041.362,940.602,817.359,746.605,460.252,213.079,212.899,141.268,154.453
"ENSG00000125409.8",8.494,4.37,4.797,2.69,16.29,4.014,0,2.624,0
"ENSG00000125414.14",0,0,0,0,0,0,0,0,0
"ENSG00000125434.6",2.005,0,0,0,0,0,0,0,0
"ENSG00000125445.6",384.429,188.999,133.093,190.56,165.924,83.837,65.086,261.488,53.189
"ENSG00000125447.12",11.218,15.151,14.535,17.76,18.54,1.057,1.044,4.894,0
"ENSG00000125449.2",0,4.013,2.091,6.707,0,1,4.993,2.479,0
"ENSG00000125450.6",55.053,12.412,23.062,39.974,22.413,18.599,8.186,21.859,5.219
"ENSG00000125454.7",44.412,32.874,32.847,20.633,35.943,16.877,10.366,20.207,10
"ENSG00000125457.9",52.642,37.698,32.272,46.566,56.846,10.903,10.212,13.909,5
"ENSG00000125458.2",154.031,93.964,97.012,103.594,73.169,47.873,38.348,152.888,39.419
"ENSG00000125459.10",189.641,117.697,123.935,98.169,112.468,51.476,64.524,85.535,38.653
"ENSG00000125462.12",2703.032,4087.071,851.197,3068.524,231.841,166.118,1105.669,42.782,53.621
"ENSG00000125482.8",7.479,11.03,19.808,12.602,9.659,7.809,16.333,5.269,0
"ENSG00000125485.13",196.94,79.419,21.672,139.8,16.843,14.404,4.068,11.791,6.311
"ENSG00000125492.5",0,0,1,0,1,0,0,0,0
"ENSG00000125498.15",0,0,0,0,0,2,0,0,0
"ENSG00000125503.8",212.184,49.627,209.957,246.349,190.937,15.504,42.689,128.543,26.505
"ENSG00000125505.12",392.002,222.582,280.324,274.512,205.883,45.12,42,119.227,16.264
"ENSG00000125508.3",0,0,0,0,0,0,0,0,0
"ENSG00000125510.11",0,0,0,23.265,0,0,0,9,0
"ENSG00000125514.5",0,0,0,0,3,0,0,0,0
"ENSG00000125520.9",31.674,12.002,10.05,12.568,46.883,0,3.206,30.175,1
"ENSG00000125522.3",0,0,1,0,0,0,0,0,0
"ENSG00000125533.4",0,0,0,0,0,0,0,0,0
"ENSG00000125534.5",4.391,4.31,10.288,16.638,8.656,0,5.818,3.218,0
"ENSG00000125538.7",0,0,0,1,0,0,0,0,0
"ENSG00000125551.14",3.351,65.206,3.286,117.129,142.148,9.905,0,18.249,0
"ENSG00000125571.5",4,1,0,1,0,0,0,0,0
"ENSG00000125611.11",21.62,17.747,20.276,24.039,14.53,10.814,7.498,9.273,4.815
"ENSG00000125618.12",47.211,343.481,33.345,28.702,43.698,16.441,56.056,4.013,1
"ENSG00000125629.10",127.998,111.375,67.089,86.958,80.163,15.319,6.223,10.936,3.214
"ENSG00000125630.11",73.028,24.928,24.916,44.992,25.71,19.616,10.823,35.701,4.228
"ENSG00000125631.7",0,1,1,0,0,2,0,0,0
"ENSG00000125633.6",551.207,333.157,376.142,465.352,298.334,110.205,95.497,252.987,67.77
"ENSG00000125637.11",19.654,0,0,0,0,1,4.22,0,3.814
"ENSG00000125648.10",9.881,1.036,0,3.185,2.193,2.114,0,1.023,0
"ENSG00000125650.4",113.701,91.073,72.611,78.665,90.419,16.111,17.194,39.594,19.383
"ENSG00000125651.9",604.996,261.871,526.38,565.504,420.581,84.589,104.259,273.334,124.191
"ENSG00000125652.3",2.156,0,6.334,3.633,9.05,4,4.942,3.323,0
"ENSG00000125656.4",16.689,10.099,27.049,15.641,40.292,11.301,8.757,19.733,22.293
"ENSG00000125675.13",16.634,13.792,21.072,9.159,37.289,7.592,4.792,0,0
"ENSG00000125676.15",1362.941,1074.031,1090.183,1135.655,1100.688,369.592,323.099,586.616,234.213
"ENSG00000125686.7",39.258,16.534,38.123,38.295,29.566,16.576,10.848,10.659,3.727
"ENSG00000125691.8",227.486,125.73,196.248,140.877,230.394,76.608,60.502,206.029,81.904
"ENSG00000125695.12",0,0,0,0,0,0,0,0,0
"ENSG00000125703.10",98.169,71.523,92.332,73.764,64.323,33.311,8.005,36.036,24.468
"ENSG00000125726.6",0,0,0,0,0,0,0,0,1
"ENSG00000125730.12",37.034,25.833,46.666,20.605,56.069,9.455,19.288,14.24,4.12
"ENSG00000125731.8",97.848,74.709,96.686,87.364,61.723,38.052,30.421,28.49,18.259
"ENSG00000125733.13",13.17,13.337,5.79,9.459,15.116,12.769,4.943,31.706,11.72
"ENSG00000125734.9",25.959,21.25,19.75,13.789,23.143,0,3.497,3.339,1.177
"ENSG00000125735.6",0,0,4.329,0,3.711,0,0,0,0
"ENSG00000125740.9",114.074,112.016,49.941,52.573,107.267,9.677,13.386,7.104,4.081
"ENSG00000125741.4",49.898,17.297,41.324,39.356,48.232,6.842,6.742,15.495,7.297
"ENSG00000125743.6",6.223,8.746,2.825,1,1.339,0,0,4,0
"ENSG00000125744.7",281.518,219.692,229.878,276.296,215.921,82.677,78.133,33.408,80.479
"ENSG00000125746.10",58.717,55.511,36.297,59.213,34.146,11.691,14.558,34.154,14.416
"ENSG00000125753.9",80.154,53.442,123.845,68.453,72.293,22.96,24.632,37.165,10.011
"ENSG00000125755.14",154.963,22.053,16.576,69.793,161.173,22.351,36.649,10.164,1.263
"ENSG00000125772.8",55.795,70.252,70.508,44.822,96.179,23.251,23.299,17.276,15.938
"ENSG00000125779.17",151.704,68.28,132.73,197.587,146.085,24.197,43.159,59.807,15.795
"ENSG00000125780.11",0,0,0,0,0,0,0,0,0
"ENSG00000125787.7",0,0,2,0,0,0,0,0,0
"ENSG00000125788.5",0,0,0,0,0,0,0,0,0
"ENSG00000125798.10",0,0,2,0,0,0,0,3,13
"ENSG00000125804.9",3.553,3.053,1,0,2,0,1,1,0
"ENSG00000125812.11",168.866,655.088,521.652,70.661,751.194,13.204,153.121,37.018,14.913
"ENSG00000125813.9",0,0,0,1,0,0,0,0,0
"ENSG00000125814.13",9592.364,7436.401,5459.919,4932.771,3568.074,1689.099,1536.014,754.884,1316.265
"ENSG00000125818.13",355.974,130.554,291.939,386.864,232.838,49.782,10.019,19.516,3.392
"ENSG00000125823.8",0,1.329,5.591,0,3.703,3.724,2,1.001,0
"ENSG00000125826.15",396.389,235.284,304.573,296.111,321.162,75.167,74.291,245.134,53.081
"ENSG00000125827.4",11.303,35.11,19.228,31.661,19.441,6.208,15.384,4.945,3.538
"ENSG00000125831.5",0,0,1,0,0,0,0,0,0
"ENSG00000125834.8",5.335,7.317,0,5.301,5.431,0,0,0,0
"ENSG00000125841.8",13.056,15.615,12.536,11.35,12.588,3.057,2.502,10.988,2.683
"ENSG00000125844.11",291.594,259.295,263.749,543.356,329.029,101.452,89.37,319.597,51.336
"ENSG00000125846.11",202.748,190.502,146.443,139.813,200.963,57.744,81.946,38.376,26.836
"ENSG00000125848.9",3952.713,2801.34,1459.2,3733.976,1369.366,582.268,850.1,6048.97,842.679
"ENSG00000125850.6",0,1,0,0,0,0,0,0,0
